views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
2808,1,787,2016-08-16,2018-10-12,2536,0,EN,1
24598,1,2580,2011-09-19,2018-10-12,2537,0,EN,0
6996,1,1790,2013-11-16,2018-10-11,2538,0,EN,0
14590,1,341,2017-11-05,2018-10-12,2539,0,EN,1
38793,1,1175,2015-07-25,2018-10-12,2540,0,SV,1
15499,1,1896,2013-08-03,2018-10-12,2541,0,EN,1
13745,1,1432,2014-11-08,2018-10-10,2542,0,EN,1
331,0,632,2015-09-10,2017-06-03,2543,1,PT,0
2420,1,2076,2013-01-25,2018-10-02,2544,0,EN,0
1758,0,695,2016-09-12,2018-08-08,2545,0,EN,0
2208,1,1968,2013-05-23,2018-10-12,2546,0,EN,1
1227,1,612,2017-01-23,2018-09-27,2547,0,EN,1
999,1,1507,2014-08-18,2018-10-03,2548,0,EN,0
5547,0,1931,2013-06-29,2018-10-12,2549,0,DE,1
40006,0,2252,2012-08-12,2018-10-12,2550,0,CS,1
32623,0,2142,2012-11-30,2018-10-12,2551,0,ES,0
1814,0,1084,2015-09-26,2018-09-14,2552,0,EN,0
11149,0,3247,2009-11-08,2018-09-29,2553,0,EN,0
6250,1,624,2017-01-23,2018-10-09,2554,0,RU,1
6716,1,2084,2013-01-27,2018-10-12,2555,0,EN,1
463,0,963,2016-02-22,2018-10-12,2556,0,EN,0
1319,0,2323,2012-05-27,2018-10-06,2557,0,EN,0
8124,0,2092,2013-01-19,2018-10-12,2558,0,EN,1
1624,1,2055,2013-01-01,2018-08-18,2559,0,EN,0
291412,1,2241,2012-08-20,2018-10-09,2560,0,EN,0
4721,1,1501,2014-08-24,2018-10-03,2561,0,EN,1
1307,1,992,2016-01-21,2018-10-09,2562,0,EN,0
2542,0,485,2017-04-27,2018-08-25,2563,0,EN,1
68366,1,1294,2015-03-28,2018-10-12,2564,0,HU,1
5719,0,1933,2013-06-22,2018-10-07,2565,0,EN,1
1388933,1,1707,2014-02-08,2018-10-12,2566,0,EN,0
41538,0,2089,2013-01-18,2018-10-08,2567,0,EN,0
1693,0,2132,2012-11-19,2018-09-21,2568,0,EN,1
6674,0,906,2016-04-19,2018-10-12,2569,0,EN,1
10108,0,1074,2015-11-03,2018-10-12,2570,0,SV,1
4813,1,1983,2013-05-08,2018-10-12,2571,0,EN,1
507,0,2221,2012-09-01,2018-10-01,2572,0,EN,0
2827,1,248,2018-02-06,2018-10-12,2573,0,EN,1
6152,0,278,2018-01-07,2018-10-12,2574,0,IT,1
17570,1,2088,2013-01-23,2018-10-12,2575,0,EN,1
400,1,1777,2013-11-26,2018-10-08,2576,0,EN,0
471651,1,2232,2012-09-01,2018-10-12,2577,0,EN,1
234,0,166,2018-04-18,2018-10-01,2578,0,FR,0
7065,0,769,2016-09-03,2018-10-12,2579,0,RU,1
33267,1,1020,2015-12-27,2018-10-12,2580,0,EN,1
1172,0,623,2017-01-24,2018-10-09,2581,0,EN,1
866,1,2309,2012-03-09,2018-07-05,2582,1,EN,0
281,1,264,2018-01-21,2018-10-12,2583,0,EN,0
2798,1,2058,2013-02-22,2018-10-12,2584,0,EN,1
282,0,1295,2015-03-26,2018-10-11,2585,0,IT,0
22628,0,2104,2013-01-07,2018-10-12,2586,0,DE,1
730,0,1944,2013-03-17,2018-07-13,2587,0,ES,0
292,0,128,2018-01-26,2018-06-03,2588,1,EN,0
4182,0,1473,2014-09-15,2018-09-27,2589,0,EN,1
8453,1,752,2016-08-31,2018-09-22,2590,0,EN,1
845,0,1100,2015-09-16,2018-09-20,2591,0,EN,0
496,0,1499,2014-08-27,2018-10-04,2592,0,ES,0
1216,0,2028,2013-02-16,2018-09-06,2593,0,EN,0
3095,1,1615,2014-05-11,2018-10-12,2594,0,FR,1
3165,1,1804,2013-10-31,2018-10-09,2595,0,EN,1
39776,0,774,2016-08-29,2018-10-12,2596,0,RU,1
339,1,1436,2014-11-03,2018-10-09,2597,0,EN,0
2343,0,880,2016-05-08,2018-10-05,2598,0,DE,0
5311,0,2248,2012-06-23,2018-08-19,2599,0,EN,0
740762,1,3088,2010-04-29,2018-10-12,2600,0,EN,0
28468,0,1689,2014-02-19,2018-10-05,2601,0,EN,1
23243,1,877,2016-05-18,2018-10-12,2602,0,EN,1
1368,0,2069,2013-02-11,2018-10-12,2603,0,EN,1
8449,0,1771,2013-12-06,2018-10-12,2604,0,EN,1
1610055,1,1845,2013-09-23,2018-10-12,2605,0,DE,0
1329,0,1730,2014-01-10,2018-10-06,2606,0,ES,0
11664,0,2947,2010-08-21,2018-09-15,2607,0,FI,0
11822,1,2116,2012-12-18,2018-10-04,2608,0,EN,0
536,0,2293,2012-07-02,2018-10-12,2609,0,EN,0
8487,1,607,2017-02-12,2018-10-12,2610,0,EN,1
61009,0,1398,2014-12-14,2018-10-12,2611,0,EN,1
107,0,414,2017-08-22,2018-10-10,2612,0,EN,0
4725,0,3224,2009-12-12,2018-10-10,2613,0,PT,0
74749,1,996,2016-01-20,2018-10-12,2614,0,EN,1
25201,0,1720,2014-01-26,2018-10-12,2615,0,EN,1
589,0,278,2018-01-07,2018-10-12,2616,0,EN,0
133,1,1178,2015-07-22,2018-10-12,2617,0,EN,0
960,0,1160,2015-07-10,2018-09-12,2618,0,EN,0
19052,1,348,2017-10-21,2018-10-04,2619,0,EN,1
240,0,1200,2015-06-22,2018-10-04,2620,0,EN,0
1055,0,1602,2014-05-15,2018-10-03,2621,0,FR,0
544,0,825,2016-06-21,2018-09-24,2622,0,EN,0
296,1,2137,2012-09-20,2018-07-28,2623,0,EN,0
12765,1,1212,2015-06-14,2018-10-08,2624,0,DE,1
673,0,1959,2012-11-03,2018-03-16,2625,1,OTHER,0
1079,1,1398,2014-11-03,2018-09-01,2626,0,EN,0
955055,0,484,2017-06-15,2018-10-12,2627,0,KO,0
6722,0,436,2017-07-28,2018-10-07,2628,0,RU,1
3428,1,266,2018-01-19,2018-10-12,2629,0,EN,1
4309,1,684,2016-11-26,2018-10-11,2630,0,EN,1
222,0,1178,2015-07-12,2018-10-02,2631,0,EN,0
3074,0,1964,2013-04-16,2018-09-01,2632,0,EN,0
17,1,1355,2015-01-25,2018-10-11,2633,0,EN,0
244,0,1238,2015-04-28,2018-09-17,2634,0,EN,0
379,1,1730,2013-12-15,2018-09-10,2635,0,EN,0
6940,0,1983,2013-05-08,2018-10-12,2636,0,EN,1
1055,0,2274,2012-07-03,2018-09-24,2637,0,EN,0
5508,0,2431,2011-03-27,2017-11-21,2638,1,EN,0
6192,1,1834,2013-10-01,2018-10-09,2639,0,EN,1
8236,1,597,2017-02-22,2018-10-12,2640,0,EN,1
433,1,555,2017-03-31,2018-10-07,2641,0,EN,0
1615,0,1039,2015-09-01,2018-07-06,2642,1,FR,0
14062,1,920,2016-04-02,2018-10-09,2643,0,PT,1
9969,0,716,2016-10-26,2018-10-12,2644,0,KO,1
707417,0,707,2016-11-04,2018-10-12,2645,0,KO,0
9184,1,1667,2014-03-19,2018-10-11,2646,0,EN,1
6797,0,1839,2013-09-29,2018-10-12,2647,0,EN,1
1094,0,1858,2013-09-07,2018-10-09,2648,0,EN,0
19834,1,1040,2015-12-07,2018-10-12,2649,0,EN,1
4226,0,2028,2013-01-19,2018-08-09,2650,0,PL,0
1260,0,1997,2013-04-20,2018-10-08,2651,0,EN,0
1897,0,1633,2014-04-16,2018-10-05,2652,0,EN,1
52149,1,2073,2013-02-02,2018-10-07,2653,0,ZH,1
15307,1,1919,2013-07-10,2018-10-11,2654,0,EN,0
17008,1,1286,2015-03-31,2018-10-07,2655,0,SV,1
8882,1,632,2017-01-18,2018-10-12,2656,0,EN,0
906761,0,721,2016-10-21,2018-10-12,2657,0,KO,0
31711,1,369,2017-10-08,2018-10-12,2658,0,EN,1
125,0,490,2017-06-05,2018-10-08,2659,0,EN,0
216,1,2072,2013-01-23,2018-09-26,2660,0,EN,0
1763,0,607,2017-02-03,2018-10-03,2661,0,EN,1
2991,0,1997,2013-04-23,2018-10-11,2662,0,RU,1
2498,0,253,2018-01-16,2018-09-26,2663,0,EN,1
25325,1,1347,2015-02-03,2018-10-12,2664,0,EN,1
2185,1,1627,2014-04-10,2018-09-23,2665,0,EN,1
7203,1,1719,2014-01-23,2018-10-08,2666,0,DE,1
8516,0,1194,2015-07-04,2018-10-10,2667,0,EN,1
375,0,1858,2013-09-07,2018-10-09,2668,0,ES,0
1024,0,313,2017-12-03,2018-10-12,2669,0,EN,0
43,0,1684,2014-01-31,2018-09-11,2670,0,EN,0
9454,1,1348,2015-02-02,2018-10-12,2671,0,EN,1
169129,1,2430,2012-02-13,2018-10-09,2672,0,EN,0
48250,0,2170,2012-11-01,2018-10-11,2673,0,FR,0
4939,0,1738,2014-01-08,2018-10-12,2674,0,EN,1
711,0,1606,2014-05-19,2018-10-11,2675,0,EN,0
7299,1,2195,2012-03-07,2018-03-11,2676,1,EN,0
19447,1,246,2018-02-08,2018-10-12,2677,0,CS,1
1311,0,1256,2015-05-05,2018-10-12,2678,0,EN,1
2485,0,1788,2013-11-19,2018-10-12,2679,0,EN,1
1529376,0,3063,2010-05-24,2018-10-12,2680,0,EN,0
454,1,2164,2012-10-08,2018-09-11,2681,0,EN,0
2952,1,2582,2011-09-14,2018-10-09,2682,0,EN,0
17592,1,2190,2012-10-13,2018-10-12,2683,0,EN,1
75,1,1624,2014-05-02,2018-10-12,2684,0,EN,0
791,0,2316,2012-06-04,2018-10-07,2685,0,EN,0
7654,1,1284,2015-04-05,2018-10-10,2686,0,EN,1
910,0,1090,2015-10-16,2018-10-10,2687,0,EN,0
3290,1,865,2016-05-29,2018-10-11,2688,0,FR,0
1191,1,1486,2014-09-14,2018-10-09,2689,0,EN,0
1455,0,500,2017-05-24,2018-10-06,2690,0,FR,0
1041,0,2797,2011-02-12,2018-10-10,2691,0,EN,0
6032,0,2494,2011-12-13,2018-10-11,2692,0,DE,1
2068,0,2020,2013-03-26,2018-10-06,2693,0,EN,1
1422,0,2200,2012-08-15,2018-08-24,2694,0,EN,0
14716,0,1200,2015-06-30,2018-10-12,2695,0,EN,1
2772,1,865,2016-05-30,2018-10-12,2696,0,DE,0
2608,0,2062,2013-02-18,2018-10-12,2697,0,DA,1
4356,0,2148,2012-08-03,2018-06-21,2698,1,EN,0
12017,0,1767,2013-12-09,2018-10-11,2699,0,EN,1
14968,0,2264,2012-07-30,2018-10-11,2700,0,SV,0
3459,1,1057,2015-11-15,2018-10-07,2701,0,EN,1
956,0,613,2017-01-29,2018-10-04,2702,0,OTHER,0
1327,1,1919,2013-07-10,2018-10-11,2703,0,NL,1
8275,1,2241,2012-08-20,2018-10-09,2704,0,EN,0
2334,0,1792,2013-11-15,2018-10-12,2705,0,EN,1
29730,1,1365,2015-01-16,2018-10-12,2706,0,DE,1
5156,0,3699,2008-08-26,2018-10-12,2707,0,EN,0
846306,0,1890,2013-08-09,2018-10-12,2708,0,EN,0
975,0,1872,2013-08-22,2018-10-07,2709,0,EN,0
22938,1,2749,2011-03-24,2018-10-02,2710,0,EN,1
867,1,1035,2015-12-02,2018-10-02,2711,0,DE,0
2182,1,724,2016-10-17,2018-10-11,2712,0,DE,0
114010,1,1293,2015-03-29,2018-10-12,2713,0,DE,1
6627,1,646,2017-01-01,2018-10-09,2714,0,EN,1
1317,0,2282,2012-07-13,2018-10-12,2715,0,PL,0
6046,1,2434,2012-02-11,2018-10-11,2716,0,EN,0
9629,0,2128,2012-12-08,2018-10-06,2717,0,EN,1
10445,0,2131,2012-12-11,2018-10-12,2718,0,EN,1
6243,0,1394,2014-12-08,2018-10-02,2719,0,ES,1
1702,0,575,2017-03-16,2018-10-12,2720,0,EN,1
1400701,0,1240,2015-05-21,2018-10-12,2721,0,EN,0
80,0,680,2016-11-28,2018-10-09,2722,0,EN,0
8041,0,1918,2013-07-11,2018-10-11,2723,0,EN,0
8989101,0,2164,2012-11-08,2018-10-12,2724,0,DE,0
289,0,1859,2013-09-06,2018-10-09,2725,0,EN,0
3159,0,1356,2015-01-25,2018-10-12,2726,0,FR,0
337,0,1308,2015-03-07,2018-10-05,2727,0,EN,0
2875,1,1651,2014-04-05,2018-10-12,2728,0,EN,1
7111,0,947,2016-03-09,2018-10-12,2729,0,EN,1
222801,0,1532,2014-08-01,2018-10-11,2730,0,EN,1
153891,1,499,2017-05-31,2018-10-12,2731,0,EN,1
198031,0,2012,2013-04-09,2018-10-12,2732,0,EN,0
1565,0,995,2015-12-05,2018-08-26,2733,0,SV,0
18709,0,3526,2009-01-18,2018-09-14,2734,0,EN,0
185075,0,1537,2014-07-28,2018-10-12,2735,0,IT,0
2798,1,1092,2015-10-16,2018-10-12,2736,0,FR,1
2350,0,1791,2013-11-15,2018-10-11,2737,0,EN,0
596,1,907,2016-04-11,2018-10-05,2738,0,EN,0
3010,0,1963,2013-05-18,2018-10-02,2739,0,PT,1
888,1,1680,2014-02-22,2018-09-29,2740,0,EN,0
713,0,2028,2013-03-07,2018-09-25,2741,0,EN,0
3259,0,505,2017-05-20,2018-10-07,2742,0,EN,1
9673,0,993,2016-01-21,2018-10-10,2743,0,EN,1
1635,0,552,2017-02-09,2018-08-15,2744,0,EN,0
5888,1,1549,2014-07-16,2018-10-12,2745,0,EN,1
56249,1,1241,2015-05-16,2018-10-08,2746,0,EN,1
916,1,933,2016-03-10,2018-09-29,2747,0,DE,0
164391,1,3322,2009-09-07,2018-10-12,2748,0,EN,0
3485,1,1046,2015-12-01,2018-10-12,2749,0,EN,1
1037,1,4022,2007-09-29,2018-10-03,2750,0,EN,1
23,0,867,2016-02-24,2018-07-10,2751,1,EN,0
331,0,569,2017-03-20,2018-10-10,2752,0,EN,0
6416,0,2365,2012-04-18,2018-10-09,2753,0,ES,1
446,1,549,2017-04-05,2018-10-06,2754,0,EN,0
13213,1,2050,2013-03-02,2018-10-12,2755,0,EN,1
61355,1,831,2016-07-03,2018-10-12,2756,0,EN,1
5659,1,2257,2012-07-05,2018-09-09,2757,0,EN,0
9223,1,1005,2016-01-07,2018-10-08,2758,0,EN,1
1034,1,2776,2011-03-03,2018-10-08,2759,0,EN,0
908337,1,1864,2013-09-04,2018-10-12,2760,0,ZH,0
855,0,1856,2013-09-09,2018-10-09,2761,0,EN,0
5351,0,1219,2015-06-10,2018-10-11,2762,0,RU,0
21379,0,1736,2014-01-10,2018-10-12,2763,0,ES,1
654,0,400,2017-09-06,2018-10-11,2764,0,EN,0
2817,1,1326,2015-01-23,2018-09-10,2765,0,DE,0
1145,0,2282,2012-04-20,2018-07-20,2766,0,EN,0
496,0,524,2017-05-04,2018-10-10,2767,0,EN,0
1541,0,1642,2014-04-14,2018-10-12,2768,0,ES,1
3790,0,1877,2013-08-22,2018-10-12,2769,0,FR,0
8673,1,2566,2011-10-03,2018-10-12,2770,0,EN,0
9193,1,453,2017-06-27,2018-09-23,2771,0,EN,1
1682,1,1961,2013-05-29,2018-10-11,2772,0,FR,0
419122,1,2070,2013-02-10,2018-10-12,2773,0,EN,0
2844,0,2162,2012-11-02,2018-10-04,2774,0,FR,0
763,0,1187,2015-07-13,2018-10-12,2775,0,EN,0
4965,0,1917,2013-07-13,2018-10-12,2776,0,EN,1
760424,0,1640,2014-04-16,2018-10-12,2777,0,EN,0
1090,1,1850,2013-08-08,2018-09-01,2778,0,EN,0
1804,1,2036,2013-03-10,2018-10-06,2779,0,EN,1
35439,0,1150,2015-08-19,2018-10-12,2780,0,RU,1
22600,1,2326,2012-05-30,2018-10-12,2781,0,EN,1
1433,1,211,2018-03-15,2018-10-12,2782,0,EN,1
144653,0,1455,2014-10-06,2018-09-30,2783,0,RU,1
2147,1,926,2016-03-18,2018-09-30,2784,0,EN,0
356266,0,2620,2011-08-09,2018-10-11,2785,0,EN,0
1419,0,1920,2013-07-10,2018-10-12,2786,0,EN,0
2459,1,1887,2013-08-12,2018-10-12,2787,0,EN,0
25745,0,979,2016-02-06,2018-10-12,2788,0,EN,1
3263,0,2672,2011-05-23,2018-09-15,2789,0,EN,0
3090544,0,2073,2013-02-07,2018-10-12,2790,0,EN,0
39724,1,1900,2013-07-30,2018-10-12,2791,0,EN,1
3685,0,1904,2013-07-26,2018-10-12,2792,0,EN,0
1062,1,1419,2014-11-18,2018-10-07,2793,0,EN,1
836,0,891,2015-11-24,2018-05-03,2794,1,EN,0
5909,1,1213,2015-06-16,2018-10-11,2795,0,EN,1
2470,1,1376,2015-01-05,2018-10-12,2796,0,EN,1
32139,1,2519,2011-11-19,2018-10-12,2797,0,JA,1
7036,1,2222,2012-09-11,2018-10-12,2798,0,EN,1
58,1,3236,2009-10-17,2018-08-27,2799,0,EN,0
3043,0,797,2016-08-06,2018-10-12,2800,0,EN,1
91,0,1068,2015-11-04,2018-10-07,2801,0,ES,0
20297,0,962,2016-02-23,2018-10-12,2802,0,DE,1
50079,1,640,2017-01-10,2018-10-12,2803,0,PT,1
336,0,1958,2013-05-25,2018-10-04,2804,0,EN,0
357,0,2133,2012-09-11,2018-07-15,2805,0,EN,0
315,0,1283,2015-02-28,2018-09-03,2806,0,EN,0
1989,1,1226,2015-06-03,2018-10-11,2807,0,SV,1
9448,1,1320,2015-02-19,2018-10-01,2808,0,EN,1
31524,0,573,2017-03-03,2018-09-27,2809,0,EN,1
545,1,2743,2011-04-09,2018-10-12,2810,0,EN,0
1382,0,1519,2014-08-09,2018-10-06,2811,0,EN,0
1543,1,1696,2014-02-02,2018-09-25,2812,0,EN,0
9256,1,1762,2013-12-15,2018-10-12,2813,0,EN,1
2097,0,2098,2013-01-12,2018-10-11,2814,0,HU,0
4584808,0,1370,2015-01-11,2018-10-12,2815,0,EN,0
63879,1,3617,2008-11-16,2018-10-12,2816,0,EN,0
4438,0,1214,2015-06-16,2018-10-12,2817,0,EN,1
13753,1,2018,2013-04-03,2018-10-12,2818,0,EN,1
1616,1,484,2017-05-29,2018-09-25,2819,0,DE,0
1155,1,2335,2012-05-19,2018-10-10,2820,0,EN,1
348,1,1055,2015-11-22,2018-10-12,2821,0,EN,0
2258,0,1513,2014-07-20,2018-09-10,2822,0,EN,0
64805,1,3200,2010-01-05,2018-10-10,2823,0,DE,0
1291,0,1968,2013-05-22,2018-10-11,2824,0,EN,0
5228,0,1745,2014-01-01,2018-10-12,2825,0,JA,0
1327,1,1762,2013-11-17,2018-09-14,2826,0,EN,0
1099,1,2105,2012-12-06,2018-09-11,2827,0,EN,1
44046,0,2040,2013-03-11,2018-10-11,2828,0,FR,1
5538,1,2502,2011-12-02,2018-10-08,2829,0,EN,0
20313,0,704,2016-11-06,2018-10-11,2830,0,KO,1
2554,0,669,2016-12-11,2018-10-11,2831,0,DE,0
1859,1,2223,2012-07-13,2018-08-14,2832,0,EN,0
314379,0,2397,2012-03-17,2018-10-09,2833,0,EN,0
1272,0,1276,2015-04-15,2018-10-12,2834,0,EN,1
3851,1,2450,2012-01-20,2018-10-05,2835,0,EN,0
880,1,1655,2014-03-21,2018-10-01,2836,0,EN,1
315,0,1991,2013-04-06,2018-09-18,2837,0,EN,0
81346,1,2548,2011-10-21,2018-10-12,2838,0,EN,0
21700,1,1758,2013-12-19,2018-10-12,2839,0,EN,1
1741,1,2480,2011-12-27,2018-10-11,2840,0,PT,1
64404,1,2492,2011-12-16,2018-10-12,2841,0,EN,1
9452,1,1674,2014-03-13,2018-10-12,2842,0,EN,1
2375,1,2026,2013-03-26,2018-10-12,2843,0,EN,0
4641,0,376,2017-09-24,2018-10-05,2844,0,EN,1
5393,0,2157,2012-11-01,2018-09-28,2845,0,ZH,0
273,0,776,2016-08-27,2018-10-12,2846,0,EN,0
1887,1,536,2017-04-24,2018-10-12,2847,0,FR,1
213897,0,1464,2014-10-09,2018-10-12,2848,0,DA,0
11608,1,2362,2012-04-24,2018-10-12,2849,0,EN,1
8351,1,1793,2013-11-14,2018-10-12,2850,0,EN,0
33214,0,1662,2014-03-21,2018-10-08,2851,0,RU,0
1257,0,462,2017-07-06,2018-10-11,2852,0,ES,0
394,1,1862,2013-08-21,2018-09-26,2853,0,EN,0
2103,1,929,2016-03-26,2018-10-11,2854,0,EN,0
2573,0,778,2016-08-25,2018-10-12,2855,0,EN,1
1938,1,1211,2015-06-13,2018-10-06,2856,0,NL,0
1595,1,913,2016-04-12,2018-10-12,2857,0,EN,0
5708,1,1141,2015-08-26,2018-10-10,2858,0,EN,1
21057,1,2328,2012-05-28,2018-10-12,2859,0,EN,1
15435,0,243,2018-02-11,2018-10-12,2860,0,EN,1
612,0,1424,2014-11-13,2018-10-07,2861,0,TR,0
2175,1,795,2016-08-06,2018-10-10,2862,0,EN,0
29640,1,2446,2012-01-31,2018-10-12,2863,0,DE,1
10704,1,1769,2013-12-08,2018-10-12,2864,0,EN,1
22857,1,2432,2012-02-12,2018-10-10,2865,0,EN,0
5773,1,1040,2015-12-07,2018-10-12,2866,0,EN,1
2069,0,1329,2015-02-17,2018-10-08,2867,0,FR,0
2617,1,1676,2014-03-11,2018-10-12,2868,0,EN,0
7181610,0,898,2016-04-27,2018-10-12,2869,0,PT,0
8394,1,2407,2012-03-10,2018-10-12,2870,0,EN,0
32061,1,1675,2014-03-12,2018-10-12,2871,0,EN,1
1957,1,370,2017-09-30,2018-10-05,2872,0,EN,1
2552,0,1770,2013-12-07,2018-10-12,2873,0,FR,0
2205,1,193,2018-04-02,2018-10-12,2874,0,EN,1
66,1,1813,2013-07-12,2018-06-29,2875,1,EN,0
19882,1,2428,2012-02-18,2018-10-12,2876,0,EN,1
17177,0,1991,2013-04-28,2018-10-10,2877,0,EN,1
26420,1,1507,2014-08-26,2018-10-11,2878,0,EN,1
29717,0,2249,2012-08-15,2018-10-12,2879,0,EN,1
8620,0,873,2016-05-14,2018-10-04,2880,0,FR,1
76754,1,463,2017-07-06,2018-10-12,2881,0,PT,1
9262,1,842,2016-06-19,2018-10-09,2882,0,EN,1
11545,0,1770,2013-12-05,2018-10-10,2883,0,EN,0
38318,1,1555,2014-07-10,2018-10-12,2884,0,IT,1
44922,1,1754,2013-12-23,2018-10-12,2885,0,EN,1
3765,1,1696,2014-02-12,2018-10-05,2886,0,EN,0
24934,0,2007,2013-04-14,2018-10-12,2887,0,EN,0
8561,1,1736,2014-01-08,2018-10-10,2888,0,EN,1
45502,0,1252,2015-05-07,2018-10-10,2889,0,EN,1
11189,0,1200,2015-06-30,2018-10-12,2890,0,EN,1
1111,0,2037,2013-03-13,2018-10-10,2891,0,DE,0
1312,1,946,2015-12-24,2018-07-27,2892,0,EN,0
1024,0,2697,2011-05-23,2018-10-10,2893,0,EN,0
20107,0,2564,2011-09-24,2018-10-01,2894,0,EN,0
13806,0,2575,2011-09-24,2018-10-12,2895,0,EN,1
4617,0,1119,2015-09-19,2018-10-12,2896,0,EN,0
5925,1,571,2017-03-19,2018-10-11,2897,0,EN,1
117,0,619,2015-10-30,2017-07-10,2898,1,EN,0
2876,1,669,2016-12-12,2018-10-12,2899,0,DE,1
681,0,2215,2012-09-16,2018-10-10,2900,0,ES,0
72837,0,2446,2012-01-29,2018-10-10,2901,0,PT,0
754,0,1761,2013-12-10,2018-10-06,2902,0,EN,0
1163440,0,1299,2015-03-23,2018-10-12,2903,0,EN,0
761878,1,1957,2013-06-03,2018-10-12,2904,0,PT,0
8650,1,1071,2015-11-06,2018-10-12,2905,0,EN,1
22405426,1,1736,2014-01-10,2018-10-12,2906,0,RU,0
3420,0,619,2017-01-31,2018-10-12,2907,0,EN,1
4165,0,2431,2012-02-11,2018-10-08,2908,0,EN,0
14203,1,1216,2015-06-13,2018-10-11,2909,0,IT,1
5641,0,2083,2013-01-26,2018-10-10,2910,0,EN,1
22239,1,641,2017-01-08,2018-10-11,2911,0,FR,1
2310,1,500,2017-05-29,2018-10-11,2912,0,DE,1
5296,0,2166,2012-10-26,2018-10-01,2913,0,EN,0
1259,0,1011,2016-01-05,2018-10-12,2914,0,EN,0
21103,0,2300,2012-06-25,2018-10-12,2915,0,PT,1
12043,1,1205,2015-06-25,2018-10-12,2916,0,DE,1
5974,0,915,2016-04-10,2018-10-12,2917,0,EN,1
581,1,1167,2015-08-02,2018-10-12,2918,0,EN,0
2631,0,1702,2014-02-08,2018-10-07,2919,0,EN,0
386,0,2007,2013-04-06,2018-10-04,2920,0,EN,0
0,0,527,2013-02-03,2014-07-15,2921,1,OTHER,0
1667,1,2031,2013-03-16,2018-10-07,2922,0,EN,1
4349,0,1788,2013-11-18,2018-10-11,2923,0,EN,1
57842,1,2089,2013-01-22,2018-10-12,2924,0,TR,1
28308,0,1329,2015-02-21,2018-10-12,2925,0,ZH,0
1422,1,935,2016-03-21,2018-10-12,2926,0,EN,1
6014,1,1592,2014-06-01,2018-10-10,2927,0,EN,0
2156,1,1438,2014-10-29,2018-10-06,2928,0,FR,0
510,1,341,2017-10-26,2018-10-02,2929,0,EN,0
10300,0,1849,2013-08-22,2018-09-14,2930,0,EN,0
1426,0,794,2016-08-02,2018-10-05,2931,0,IT,1
764,1,1090,2015-08-18,2018-08-12,2932,0,EN,0
702,1,1264,2015-04-02,2018-09-17,2933,0,EN,0
228,1,1128,2015-09-05,2018-10-07,2934,0,EN,0
9682,0,885,2016-05-10,2018-10-12,2935,0,JA,1
46751,0,1148,2015-08-21,2018-10-12,2936,0,PT,1
366,1,952,2016-02-18,2018-09-27,2937,0,EN,0
1224,1,1816,2013-10-16,2018-10-06,2938,0,FR,0
491,0,234,2018-02-07,2018-09-29,2939,0,FR,1
19607,0,958,2016-02-27,2018-10-12,2940,0,EN,0
22173,0,1741,2014-01-05,2018-10-12,2941,0,FR,1
4064,0,1576,2014-06-19,2018-10-12,2942,0,EN,1
10405,1,2022,2012-11-12,2018-05-27,2943,1,EN,0
1122,1,1947,2013-05-23,2018-09-21,2944,0,EN,0
2279,0,1539,2014-07-26,2018-10-12,2945,0,EN,0
8638,1,1335,2015-02-15,2018-10-12,2946,0,EN,1
5574,0,2167,2012-11-05,2018-10-12,2947,0,EN,1
2345,1,1194,2015-07-05,2018-10-11,2948,0,EN,1
927,1,2143,2012-11-07,2018-09-20,2949,0,EN,0
773,0,684,2016-10-28,2018-09-12,2950,0,EN,0
17026,1,1810,2013-10-28,2018-10-12,2951,0,EN,1
1850,0,331,2017-11-12,2018-10-09,2952,0,EN,1
1154036,0,1955,2013-06-05,2018-10-12,2953,0,EN,0
11624,0,2120,2012-12-22,2018-10-12,2954,0,EN,1
7096,1,1309,2015-03-13,2018-10-12,2955,0,EN,1
8849,1,3301,2008-06-26,2017-07-10,2956,1,OTHER,0
2409073,0,2394,2012-03-23,2018-10-12,2957,0,EN,0
26376,0,2594,2011-08-24,2018-09-30,2958,0,NO,0
196931,1,3419,2009-06-02,2018-10-12,2959,0,EN,0
6532,1,1740,2014-01-05,2018-10-11,2960,0,EN,1
4490,0,1820,2013-10-09,2018-10-03,2961,0,EN,0
375,0,1711,2013-11-15,2018-07-23,2962,0,EN,0
1455,1,2007,2013-04-13,2018-10-11,2963,0,EN,0
1069,1,231,2018-02-22,2018-10-11,2964,0,EN,0
2554,1,548,2017-04-12,2018-10-12,2965,0,EN,1
2697,1,1482,2014-09-18,2018-10-09,2966,0,EN,1
3812,0,726,2016-10-16,2018-10-12,2967,0,JA,0
20257,1,1652,2014-04-04,2018-10-12,2968,0,EN,1
4434,1,1837,2013-09-27,2018-10-08,2969,0,EN,0
3638,1,1127,2015-09-10,2018-10-11,2970,0,EN,0
28326,1,1457,2014-10-15,2018-10-11,2971,0,EN,1
2436,0,1909,2013-07-16,2018-10-07,2972,0,DE,1
18299,0,2023,2013-03-11,2018-09-24,2973,0,EN,0
4379,0,1791,2013-11-15,2018-10-11,2974,0,EN,1
175080,1,896,2016-04-29,2018-10-12,2975,0,KO,0
3179,0,2318,2012-06-05,2018-10-10,2976,0,PT,1
